Year,Month,DayOfWeek,Company,Payment Type,No. of Trips
2019,April,Friday,1085 - 72312 N and W Cab Co,Cash,70
2019,April,Friday,1085 - 72312 N and W Cab Co,Credit Card,16
2019,April,Friday,1085 - 72312 N and W Cab Co,No Charge,1
2019,April,Friday,1469 - 64126 Omar Jada,Cash,15
2019,April,Friday,1469 - 64126 Omar Jada,Credit Card,33
2019,April,Friday,2092 - 61288 Sbeih company,Cash,38
2019,April,Friday,2092 - 61288 Sbeih company,Credit Card,2
2019,April,Friday,24 Seven Taxi,Cash,1059
2019,April,Friday,24 Seven Taxi,Credit Card,1244
2019,April,Friday,24 Seven Taxi,Mobile,48
2019,April,Friday,24 Seven Taxi,Prcard,3
2019,April,Friday,2733 - 74600 Benny Jona,Cash,15
2019,April,Friday,2733 - 74600 Benny Jona,Credit Card,23
2019,April,Friday,3011 - 66308 JBL Cab Inc.,Cash,29
2019,April,Friday,3011 - 66308 JBL Cab Inc.,Credit Card,43
2019,April,Friday,3094 - 24059 G.L.B. Cab Co,Cash,28
2019,April,Friday,3094 - 24059 G.L.B. Cab Co,Credit Card,21
2019,April,Friday,312 Medallion Management Corp,Cash,58
2019,April,Friday,312 Medallion Management Corp,Credit Card,62
2019,April,Friday,312 Medallion Management Corp,Dispute,3
2019,April,Friday,312 Medallion Management Corp,No Charge,2
2019,April,Friday,312 Medallion Management Corp,Unknown,1
2019,April,Friday,3620 - 52292 David K. Cab Corp.,Cash,22
2019,April,Friday,3620 - 52292 David K. Cab Corp.,Credit Card,20
2019,April,Friday,3623 - 72222 Arrington Enterprises,Cash,4
2019,April,Friday,3623 - 72222 Arrington Enterprises,Credit Card,11
2019,April,Friday,"3721 - Santamaria Express, Alvaro Santamaria",Credit Card,6
2019,April,Friday,4053 - 40193 Adwar H. Nikola,Cash,2
2019,April,Friday,4053 - 40193 Adwar H. Nikola,Credit Card,6
2019,April,Friday,4623 - 27290 Jay Kim,Cash,50
2019,April,Friday,4623 - 27290 Jay Kim,Credit Card,16
2019,April,Friday,4787 - 56058 Reny Cab Co,Cash,26
2019,April,Friday,4787 - 56058 Reny Cab Co,Credit Card,17
2019,April,Friday,5 Star Taxi,Cash,220
2019,April,Friday,5 Star Taxi,Credit Card,222
2019,April,Friday,5 Star Taxi,Mobile,9
2019,April,Friday,5 Star Taxi,Prcard,6
2019,April,Friday,5006 - 39261 Salifu Bawa,Cash,32
2019,April,Friday,5006 - 39261 Salifu Bawa,Credit Card,32
2019,April,Friday,5062 - 34841 Sam Mestas,Cash,8
2019,April,Friday,5062 - 34841 Sam Mestas,Credit Card,17
2019,April,Friday,5074 - 54002 Ahzmi Inc,Cash,7
2019,April,Friday,5074 - 54002 Ahzmi Inc,Credit Card,5
2019,April,Friday,5874 - 73628 Sergey Cab Corp.,Cash,13
2019,April,Friday,5874 - 73628 Sergey Cab Corp.,Credit Card,17
2019,April,Friday,6574 - Babylon Express Inc.,Cash,18
2019,April,Friday,6574 - Babylon Express Inc.,Credit Card,26
2019,April,Friday,6742 - 83735 Tasha ride inc,Cash,25
2019,April,Friday,6742 - 83735 Tasha ride inc,Credit Card,21
2019,April,Friday,6743 - 78771 Luhak Corp,Cash,48
2019,April,Friday,6743 - 78771 Luhak Corp,Credit Card,5
2019,April,Friday,American United,Cash,26
2019,April,Friday,American United,Credit Card,42
2019,April,Friday,American United Taxi Affiliation,Cash,63
2019,April,Friday,American United Taxi Affiliation,Credit Card,2
2019,April,Friday,Blue Diamond,Cash,671
2019,April,Friday,Blue Diamond,Credit Card,568
2019,April,Friday,Blue Diamond,Mobile,30
2019,April,Friday,Blue Diamond,Prcard,9
2019,April,Friday,Blue Ribbon Taxi Association Inc.,Cash,5242
2019,April,Friday,Blue Ribbon Taxi Association Inc.,Credit Card,4768
2019,April,Friday,Blue Ribbon Taxi Association Inc.,Dispute,2
2019,April,Friday,Blue Ribbon Taxi Association Inc.,No Charge,1
2019,April,Friday,Blue Ribbon Taxi Association Inc.,Unknown,128
2019,April,Friday,Checker Taxi Affiliation,Cash,1103
2019,April,Friday,Checker Taxi Affiliation,Credit Card,842
2019,April,Friday,Checker Taxi Affiliation,Mobile,42
2019,April,Friday,Checker Taxi Affiliation,Prcard,21
2019,April,Friday,Chicago Carriage Cab Corp,Cash,12009
2019,April,Friday,Chicago Carriage Cab Corp,Credit Card,11223
2019,April,Friday,Chicago Carriage Cab Corp,Mobile,537
2019,April,Friday,Chicago Carriage Cab Corp,Prcard,212
2019,April,Friday,Chicago Independents,Cash,1679
2019,April,Friday,Chicago Independents,Credit Card,1508
2019,April,Friday,Chicago Independents,Dispute,22
2019,April,Friday,Chicago Independents,Mobile,7
2019,April,Friday,Chicago Independents,No Charge,7
2019,April,Friday,Chicago Independents,Pcard,5
2019,April,Friday,Chicago Independents,Prcard,1
2019,April,Friday,Chicago Independents,Unknown,7
2019,April,Friday,Chicago Medallion Management,Cash,863
2019,April,Friday,Chicago Medallion Management,Credit Card,1014
2019,April,Friday,Chicago Medallion Management,Dispute,6
2019,April,Friday,Chicago Medallion Management,No Charge,21
2019,April,Friday,Chicago Medallion Management,Unknown,5
2019,April,Friday,Chicago Taxicab,Cash,796
2019,April,Friday,Chicago Taxicab,Credit Card,638
2019,April,Friday,Chicago Taxicab,Mobile,26
2019,April,Friday,Chicago Taxicab,Prcard,7
2019,April,Friday,Choice Taxi Association,Cash,3208
2019,April,Friday,Choice Taxi Association,Credit Card,3959
2019,April,Friday,Choice Taxi Association,Dispute,10
2019,April,Friday,Choice Taxi Association,No Charge,30
2019,April,Friday,Choice Taxi Association,Unknown,35
2019,April,Friday,City Service,Cash,6504
2019,April,Friday,City Service,Credit Card,6580
2019,April,Friday,City Service,Mobile,463
2019,April,Friday,City Service,Pcard,2
2019,April,Friday,City Service,Prcard,54
2019,April,Friday,Flash Cab,Cash,17803
2019,April,Friday,Flash Cab,Credit Card,11823
2019,April,Friday,Flash Cab,Mobile,347
2019,April,Friday,Flash Cab,Prcard,728
2019,April,Friday,Flash Cab,Prepaid,7
2019,April,Friday,Globe Taxi,Cash,3992
2019,April,Friday,Globe Taxi,Credit Card,4017
2019,April,Friday,Globe Taxi,Mobile,182
2019,April,Friday,Globe Taxi,Prcard,29
2019,April,Friday,Gold Coast Taxi,Cash,71
2019,April,Friday,Gold Coast Taxi,Credit Card,109
2019,April,Friday,Gold Coast Taxi,Mobile,6
2019,April,Friday,KOAM Taxi Association,Cash,833
2019,April,Friday,KOAM Taxi Association,Credit Card,982
2019,April,Friday,KOAM Taxi Association,Dispute,17
2019,April,Friday,KOAM Taxi Association,No Charge,1
2019,April,Friday,KOAM Taxi Association,Unknown,9
2019,April,Friday,Leonard Cab Co,Cash,71
2019,April,Friday,Leonard Cab Co,Credit Card,62
2019,April,Friday,Leonard Cab Co,Prcard,1
2019,April,Friday,Medallion Leasin,Cash,7645
2019,April,Friday,Medallion Leasin,Credit Card,7516
2019,April,Friday,Medallion Leasin,Mobile,409
2019,April,Friday,Medallion Leasin,Prcard,140
2019,April,Friday,Metro Jet Taxi A,Cash,137
2019,April,Friday,Metro Jet Taxi A,Credit Card,140
2019,April,Friday,Metro Jet Taxi A,Mobile,2
2019,April,Friday,Metro Jet Taxi A,Prcard,2
2019,April,Friday,Nova Taxi Affiliation Llc,Cash,2183
2019,April,Friday,Nova Taxi Affiliation Llc,Credit Card,1552
2019,April,Friday,Nova Taxi Affiliation Llc,Mobile,63
2019,April,Friday,Nova Taxi Affiliation Llc,Prcard,26
2019,April,Friday,Patriot Taxi Dba Peace Taxi Associat,Cash,1446
2019,April,Friday,Patriot Taxi Dba Peace Taxi Associat,Credit Card,1195
2019,April,Friday,Patriot Taxi Dba Peace Taxi Associat,Mobile,73
2019,April,Friday,Patriot Taxi Dba Peace Taxi Associat,Prcard,29
2019,April,Friday,Setare Inc,Cash,198
2019,April,Friday,Setare Inc,Credit Card,131
2019,April,Friday,Setare Inc,Mobile,9
2019,April,Friday,Setare Inc,Prcard,3
2019,April,Friday,Star North Management LLC,Cash,6190
2019,April,Friday,Star North Management LLC,Credit Card,6607
2019,April,Friday,Star North Management LLC,Dispute,15
2019,April,Friday,Star North Management LLC,No Charge,325
2019,April,Friday,Star North Management LLC,Unknown,54
2019,April,Friday,Suburban Dispatch LLC,Credit Card,386
2019,April,Friday,Suburban Dispatch LLC,No Charge,17
2019,April,Friday,Sun Taxi,Cash,7115
2019,April,Friday,Sun Taxi,Credit Card,7654
2019,April,Friday,Sun Taxi,Mobile,524
2019,April,Friday,Sun Taxi,Pcard,5
2019,April,Friday,Sun Taxi,Prcard,80
2019,April,Friday,Taxi Affiliation Service Yellow,Cash,3151
2019,April,Friday,Taxi Affiliation Service Yellow,Credit Card,2820
2019,April,Friday,Taxi Affiliation Service Yellow,Mobile,92
2019,April,Friday,Taxi Affiliation Service Yellow,Prcard,152
2019,April,Friday,Taxi Affiliation Services,Cash,21966
2019,April,Friday,Taxi Affiliation Services,Credit Card,20038
2019,April,Friday,Taxi Affiliation Services,No Charge,6
2019,April,Friday,Taxi Affiliation Services,Unknown,913
2019,April,Friday,"Taxicab Insurance Agency, LLC",Cash,1716
2019,April,Friday,"Taxicab Insurance Agency, LLC",Credit Card,1690
2019,April,Friday,"Taxicab Insurance Agency, LLC",Dispute,17
2019,April,Friday,"Taxicab Insurance Agency, LLC",No Charge,14
2019,April,Friday,"Taxicab Insurance Agency, LLC",Unknown,41
2019,April,Friday,Top Cab Affiliation,Cash,1396
2019,April,Friday,Top Cab Affiliation,Credit Card,1647
2019,April,Friday,Top Cab Affiliation,Dispute,12
2019,April,Friday,Top Cab Affiliation,No Charge,15
2019,April,Friday,Top Cab Affiliation,Unknown,12
2019,April,Monday,1085 - 72312 N and W Cab Co,Cash,27
2019,April,Monday,1085 - 72312 N and W Cab Co,Credit Card,33
2019,April,Monday,1469 - 64126 Omar Jada,Cash,27
2019,April,Monday,1469 - 64126 Omar Jada,Credit Card,22
2019,April,Monday,2092 - 61288 Sbeih company,Cash,38
2019,April,Monday,24 Seven Taxi,Cash,919
2019,April,Monday,24 Seven Taxi,Credit Card,1390
2019,April,Monday,24 Seven Taxi,Mobile,59
2019,April,Monday,24 Seven Taxi,Prcard,6
2019,April,Monday,2733 - 74600 Benny Jona,Cash,25
2019,April,Monday,2733 - 74600 Benny Jona,Credit Card,28
2019,April,Monday,3011 - 66308 JBL Cab Inc.,Cash,59
2019,April,Monday,3011 - 66308 JBL Cab Inc.,Credit Card,52
2019,April,Monday,3011 - 66308 JBL Cab Inc.,Unknown,1
2019,April,Monday,3094 - 24059 G.L.B. Cab Co,Cash,18
2019,April,Monday,3094 - 24059 G.L.B. Cab Co,Credit Card,17
2019,April,Monday,312 Medallion Management Corp,Cash,52
2019,April,Monday,312 Medallion Management Corp,Credit Card,77
2019,April,Monday,312 Medallion Management Corp,Unknown,2
2019,April,Monday,3620 - 52292 David K. Cab Corp.,Cash,12
2019,April,Monday,3620 - 52292 David K. Cab Corp.,Credit Card,13
2019,April,Monday,3620 - 52292 David K. Cab Corp.,No Charge,2
2019,April,Monday,3623 - 72222 Arrington Enterprises,Cash,19
2019,April,Monday,3623 - 72222 Arrington Enterprises,Credit Card,23
2019,April,Monday,"3721 - Santamaria Express, Alvaro Santamaria",Credit Card,18
2019,April,Monday,"3721 - Santamaria Express, Alvaro Santamaria",No Charge,9
2019,April,Monday,4053 - 40193 Adwar H. Nikola,Cash,3
2019,April,Monday,4053 - 40193 Adwar H. Nikola,Credit Card,10
2019,April,Monday,4623 - 27290 Jay Kim,Cash,6
2019,April,Monday,4623 - 27290 Jay Kim,Credit Card,18
2019,April,Monday,4623 - 27290 Jay Kim,Unknown,1
2019,April,Monday,4787 - 56058 Reny Cab Co,Cash,27
2019,April,Monday,4787 - 56058 Reny Cab Co,Credit Card,24
2019,April,Monday,5 Star Taxi,Cash,263
2019,April,Monday,5 Star Taxi,Credit Card,249
2019,April,Monday,5 Star Taxi,Mobile,7
2019,April,Monday,5 Star Taxi,Prcard,11
2019,April,Monday,5006 - 39261 Salifu Bawa,Cash,32
2019,April,Monday,5006 - 39261 Salifu Bawa,Credit Card,35
2019,April,Monday,5062 - 34841 Sam Mestas,Cash,13
2019,April,Monday,5062 - 34841 Sam Mestas,Credit Card,12
2019,April,Monday,5062 - 34841 Sam Mestas,Dispute,2
2019,April,Monday,5062 - 34841 Sam Mestas,Unknown,1
2019,April,Monday,5074 - 54002 Ahzmi Inc,Cash,9
2019,April,Monday,5074 - 54002 Ahzmi Inc,Credit Card,13
2019,April,Monday,5874 - 73628 Sergey Cab Corp.,Cash,24
2019,April,Monday,5874 - 73628 Sergey Cab Corp.,Credit Card,22
2019,April,Monday,6574 - Babylon Express Inc.,Cash,24
2019,April,Monday,6574 - Babylon Express Inc.,Credit Card,29
2019,April,Monday,6742 - 83735 Tasha ride inc,Cash,17
2019,April,Monday,6742 - 83735 Tasha ride inc,Credit Card,23
2019,April,Monday,6742 - 83735 Tasha ride inc,Unknown,1
2019,April,Monday,6743 - 78771 Luhak Corp,Cash,62
2019,April,Monday,6743 - 78771 Luhak Corp,Credit Card,3
2019,April,Monday,American United,Cash,26
2019,April,Monday,American United,Credit Card,25
2019,April,Monday,American United Taxi Affiliation,Cash,68
2019,April,Monday,American United Taxi Affiliation,Credit Card,4
2019,April,Monday,American United Taxi Affiliation,Mobile,1
2019,April,Monday,American United Taxi Affiliation,Prcard,1
2019,April,Monday,Blue Diamond,Cash,711
2019,April,Monday,Blue Diamond,Credit Card,667
2019,April,Monday,Blue Diamond,Mobile,30
2019,April,Monday,Blue Diamond,Prcard,19
2019,April,Monday,Blue Ribbon Taxi Association Inc.,Cash,5740
2019,April,Monday,Blue Ribbon Taxi Association Inc.,Credit Card,5576
2019,April,Monday,Blue Ribbon Taxi Association Inc.,Dispute,2
2019,April,Monday,Blue Ribbon Taxi Association Inc.,Unknown,175
2019,April,Monday,Checker Taxi Affiliation,Cash,1175
2019,April,Monday,Checker Taxi Affiliation,Credit Card,1045
2019,April,Monday,Checker Taxi Affiliation,Mobile,51
2019,April,Monday,Checker Taxi Affiliation,Prcard,28
2019,April,Monday,Chicago Carriage Cab Corp,Cash,12750
2019,April,Monday,Chicago Carriage Cab Corp,Credit Card,14067
2019,April,Monday,Chicago Carriage Cab Corp,Mobile,650
2019,April,Monday,Chicago Carriage Cab Corp,Prcard,236
2019,April,Monday,Chicago Independents,Cash,1853
2019,April,Monday,Chicago Independents,Credit Card,1821
2019,April,Monday,Chicago Independents,Dispute,24
2019,April,Monday,Chicago Independents,Mobile,2
2019,April,Monday,Chicago Independents,No Charge,4
2019,April,Monday,Chicago Independents,Pcard,7
2019,April,Monday,Chicago Independents,Prcard,4
2019,April,Monday,Chicago Independents,Unknown,3
2019,April,Monday,Chicago Medallion Management,Cash,998
2019,April,Monday,Chicago Medallion Management,Credit Card,1162
2019,April,Monday,Chicago Medallion Management,Dispute,2
2019,April,Monday,Chicago Medallion Management,No Charge,19
2019,April,Monday,Chicago Medallion Management,Unknown,7
2019,April,Monday,Chicago Taxicab,Cash,822
2019,April,Monday,Chicago Taxicab,Credit Card,838
2019,April,Monday,Chicago Taxicab,Mobile,36
2019,April,Monday,Chicago Taxicab,Prcard,6
2019,April,Monday,Choice Taxi Association,Cash,3238
2019,April,Monday,Choice Taxi Association,Credit Card,4918
2019,April,Monday,Choice Taxi Association,Dispute,10
2019,April,Monday,Choice Taxi Association,No Charge,43
2019,April,Monday,Choice Taxi Association,Unknown,46
2019,April,Monday,City Service,Cash,6362
2019,April,Monday,City Service,Credit Card,7894
2019,April,Monday,City Service,Mobile,473
2019,April,Monday,City Service,Pcard,2
2019,April,Monday,City Service,Prcard,46
2019,April,Monday,Flash Cab,Cash,19496
2019,April,Monday,Flash Cab,Credit Card,14173
2019,April,Monday,Flash Cab,Mobile,398
2019,April,Monday,Flash Cab,Prcard,905
2019,April,Monday,Flash Cab,Prepaid,9
2019,April,Monday,Globe Taxi,Cash,3371
2019,April,Monday,Globe Taxi,Credit Card,3621
2019,April,Monday,Globe Taxi,Mobile,190
2019,April,Monday,Globe Taxi,Prcard,31
2019,April,Monday,Gold Coast Taxi,Cash,102
2019,April,Monday,Gold Coast Taxi,Credit Card,150
2019,April,Monday,Gold Coast Taxi,Mobile,10
2019,April,Monday,KOAM Taxi Association,Cash,910
2019,April,Monday,KOAM Taxi Association,Credit Card,1254
2019,April,Monday,KOAM Taxi Association,Dispute,5
2019,April,Monday,KOAM Taxi Association,Unknown,10
2019,April,Monday,Leonard Cab Co,Cash,100
2019,April,Monday,Leonard Cab Co,Credit Card,104
2019,April,Monday,Leonard Cab Co,Mobile,4
2019,April,Monday,Leonard Cab Co,Prcard,1
2019,April,Monday,Medallion Leasin,Cash,7680
2019,April,Monday,Medallion Leasin,Credit Card,8388
2019,April,Monday,Medallion Leasin,Mobile,437
2019,April,Monday,Medallion Leasin,Prcard,159
2019,April,Monday,Metro Jet Taxi A,Cash,120
2019,April,Monday,Metro Jet Taxi A,Credit Card,146
2019,April,Monday,Metro Jet Taxi A,Mobile,6
2019,April,Monday,Metro Jet Taxi A,Prcard,1
2019,April,Monday,Nova Taxi Affiliation Llc,Cash,2126
2019,April,Monday,Nova Taxi Affiliation Llc,Credit Card,1705
2019,April,Monday,Nova Taxi Affiliation Llc,Mobile,74
2019,April,Monday,Nova Taxi Affiliation Llc,Prcard,33
2019,April,Monday,Patriot Taxi Dba Peace Taxi Associat,Cash,1501
2019,April,Monday,Patriot Taxi Dba Peace Taxi Associat,Credit Card,1408
2019,April,Monday,Patriot Taxi Dba Peace Taxi Associat,Mobile,93
2019,April,Monday,Patriot Taxi Dba Peace Taxi Associat,Prcard,37
2019,April,Monday,Setare Inc,Cash,205
2019,April,Monday,Setare Inc,Credit Card,150
2019,April,Monday,Setare Inc,Mobile,10
2019,April,Monday,Setare Inc,Prcard,1
2019,April,Monday,Star North Management LLC,Cash,6549
2019,April,Monday,Star North Management LLC,Credit Card,7786
2019,April,Monday,Star North Management LLC,Dispute,10
2019,April,Monday,Star North Management LLC,No Charge,306
2019,April,Monday,Star North Management LLC,Unknown,58
2019,April,Monday,Suburban Dispatch LLC,Credit Card,592
2019,April,Monday,Suburban Dispatch LLC,No Charge,38
2019,April,Monday,Sun Taxi,Cash,7592
2019,April,Monday,Sun Taxi,Credit Card,10070
2019,April,Monday,Sun Taxi,Mobile,593
2019,April,Monday,Sun Taxi,Pcard,5
2019,April,Monday,Sun Taxi,Prcard,79
2019,April,Monday,Taxi Affiliation Service Yellow,Cash,3484
2019,April,Monday,Taxi Affiliation Service Yellow,Credit Card,3303
2019,April,Monday,Taxi Affiliation Service Yellow,Mobile,142
2019,April,Monday,Taxi Affiliation Service Yellow,Prcard,198
2019,April,Monday,Taxi Affiliation Services,Cash,23321
2019,April,Monday,Taxi Affiliation Services,Credit Card,23329
2019,April,Monday,Taxi Affiliation Services,Dispute,1
2019,April,Monday,Taxi Affiliation Services,No Charge,8
2019,April,Monday,Taxi Affiliation Services,Unknown,1092
2019,April,Monday,"Taxicab Insurance Agency, LLC",Cash,1863
2019,April,Monday,"Taxicab Insurance Agency, LLC",Credit Card,2154
2019,April,Monday,"Taxicab Insurance Agency, LLC",Dispute,12
2019,April,Monday,"Taxicab Insurance Agency, LLC",No Charge,17
2019,April,Monday,"Taxicab Insurance Agency, LLC",Unknown,59
2019,April,Monday,Top Cab Affiliation,Cash,1528
2019,April,Monday,Top Cab Affiliation,Credit Card,2045
2019,April,Monday,Top Cab Affiliation,Dispute,6
2019,April,Monday,Top Cab Affiliation,No Charge,23
2019,April,Monday,Top Cab Affiliation,Unknown,21
2019,April,Saturday,1085 - 72312 N and W Cab Co,Cash,33
2019,April,Saturday,1085 - 72312 N and W Cab Co,Credit Card,14
2019,April,Saturday,1469 - 64126 Omar Jada,Cash,25
2019,April,Saturday,1469 - 64126 Omar Jada,Credit Card,15
2019,April,Saturday,2092 - 61288 Sbeih company,Cash,12
2019,April,Saturday,24 Seven Taxi,Cash,835
2019,April,Saturday,24 Seven Taxi,Credit Card,661
2019,April,Saturday,24 Seven Taxi,Mobile,20
2019,April,Saturday,24 Seven Taxi,Prcard,4
2019,April,Saturday,2733 - 74600 Benny Jona,Cash,19
2019,April,Saturday,2733 - 74600 Benny Jona,Credit Card,7
2019,April,Saturday,3011 - 66308 JBL Cab Inc.,Cash,11
2019,April,Saturday,3011 - 66308 JBL Cab Inc.,Credit Card,21
2019,April,Saturday,3094 - 24059 G.L.B. Cab Co,Cash,25
2019,April,Saturday,3094 - 24059 G.L.B. Cab Co,Credit Card,11
2019,April,Saturday,312 Medallion Management Corp,Cash,46
2019,April,Saturday,312 Medallion Management Corp,Credit Card,65
2019,April,Saturday,3623 - 72222 Arrington Enterprises,Credit Card,1
2019,April,Saturday,4053 - 40193 Adwar H. Nikola,Cash,7
2019,April,Saturday,4053 - 40193 Adwar H. Nikola,Credit Card,8
2019,April,Saturday,4623 - 27290 Jay Kim,Cash,1
2019,April,Saturday,4623 - 27290 Jay Kim,Credit Card,10
2019,April,Saturday,5 Star Taxi,Cash,204
2019,April,Saturday,5 Star Taxi,Credit Card,149
2019,April,Saturday,5 Star Taxi,Mobile,5
2019,April,Saturday,5 Star Taxi,Prcard,5
2019,April,Saturday,5006 - 39261 Salifu Bawa,Cash,27
2019,April,Saturday,5006 - 39261 Salifu Bawa,Credit Card,16
2019,April,Saturday,5062 - 34841 Sam Mestas,Cash,13
2019,April,Saturday,5062 - 34841 Sam Mestas,Credit Card,5
2019,April,Saturday,5074 - 54002 Ahzmi Inc,Cash,6
2019,April,Saturday,5074 - 54002 Ahzmi Inc,Credit Card,5
2019,April,Saturday,5874 - 73628 Sergey Cab Corp.,Credit Card,1
2019,April,Saturday,6574 - Babylon Express Inc.,Cash,8
2019,April,Saturday,6574 - Babylon Express Inc.,Credit Card,4
2019,April,Saturday,6742 - 83735 Tasha ride inc,Cash,2
2019,April,Saturday,6742 - 83735 Tasha ride inc,Credit Card,3
2019,April,Saturday,6743 - 78771 Luhak Corp,Cash,36
2019,April,Saturday,6743 - 78771 Luhak Corp,Credit Card,1
2019,April,Saturday,American United,Cash,12
2019,April,Saturday,American United,Credit Card,6
2019,April,Saturday,American United Taxi Affiliation,Cash,43
2019,April,Saturday,American United Taxi Affiliation,Credit Card,1
2019,April,Saturday,Blue Diamond,Cash,571
2019,April,Saturday,Blue Diamond,Credit Card,342
2019,April,Saturday,Blue Diamond,Mobile,16
2019,April,Saturday,Blue Diamond,Prcard,5
2019,April,Saturday,Blue Ribbon Taxi Association Inc.,Cash,4245
2019,April,Saturday,Blue Ribbon Taxi Association Inc.,Credit Card,2929
2019,April,Saturday,Blue Ribbon Taxi Association Inc.,Dispute,1
2019,April,Saturday,Blue Ribbon Taxi Association Inc.,Unknown,53
2019,April,Saturday,Checker Taxi Affiliation,Cash,754
2019,April,Saturday,Checker Taxi Affiliation,Credit Card,393
2019,April,Saturday,Checker Taxi Affiliation,Mobile,13
2019,April,Saturday,Checker Taxi Affiliation,Prcard,22
2019,April,Saturday,Chicago Carriage Cab Corp,Cash,8120
2019,April,Saturday,Chicago Carriage Cab Corp,Credit Card,5773
2019,April,Saturday,Chicago Carriage Cab Corp,Mobile,212
2019,April,Saturday,Chicago Carriage Cab Corp,Prcard,67
2019,April,Saturday,Chicago Independents,Cash,955
2019,April,Saturday,Chicago Independents,Credit Card,627
2019,April,Saturday,Chicago Independents,Mobile,3
2019,April,Saturday,Chicago Independents,Prcard,1
2019,April,Saturday,Chicago Independents,Unknown,2
2019,April,Saturday,Chicago Medallion Management,Cash,670
2019,April,Saturday,Chicago Medallion Management,Credit Card,473
2019,April,Saturday,Chicago Medallion Management,Dispute,1
2019,April,Saturday,Chicago Medallion Management,No Charge,16
2019,April,Saturday,Chicago Medallion Management,Unknown,3
2019,April,Saturday,Chicago Taxicab,Cash,482
2019,April,Saturday,Chicago Taxicab,Credit Card,344
2019,April,Saturday,Chicago Taxicab,Mobile,11
2019,April,Saturday,Chicago Taxicab,Prcard,1
2019,April,Saturday,Choice Taxi Association,Cash,2236
2019,April,Saturday,Choice Taxi Association,Credit Card,1842
2019,April,Saturday,Choice Taxi Association,Dispute,9
2019,April,Saturday,Choice Taxi Association,No Charge,23
2019,April,Saturday,Choice Taxi Association,Unknown,7
2019,April,Saturday,City Service,Cash,4947
2019,April,Saturday,City Service,Credit Card,3561
2019,April,Saturday,City Service,Mobile,252
2019,April,Saturday,City Service,Prcard,16
2019,April,Saturday,Flash Cab,Cash,14619
2019,April,Saturday,Flash Cab,Credit Card,7864
2019,April,Saturday,Flash Cab,Mobile,193
2019,April,Saturday,Flash Cab,Prcard,469
2019,April,Saturday,Flash Cab,Prepaid,3
2019,April,Saturday,Globe Taxi,Cash,3328
2019,April,Saturday,Globe Taxi,Credit Card,2493
2019,April,Saturday,Globe Taxi,Mobile,95
2019,April,Saturday,Globe Taxi,Prcard,16
2019,April,Saturday,Gold Coast Taxi,Cash,53
2019,April,Saturday,Gold Coast Taxi,Credit Card,22
2019,April,Saturday,Gold Coast Taxi,Mobile,1
2019,April,Saturday,KOAM Taxi Association,Cash,606
2019,April,Saturday,KOAM Taxi Association,Credit Card,556
2019,April,Saturday,KOAM Taxi Association,Dispute,4
2019,April,Saturday,KOAM Taxi Association,Unknown,3
2019,April,Saturday,Leonard Cab Co,Cash,86
2019,April,Saturday,Leonard Cab Co,Credit Card,45
2019,April,Saturday,Leonard Cab Co,Mobile,3
2019,April,Saturday,Medallion Leasin,Cash,5245
2019,April,Saturday,Medallion Leasin,Credit Card,4107
2019,April,Saturday,Medallion Leasin,Mobile,192
2019,April,Saturday,Medallion Leasin,Prcard,33
2019,April,Saturday,Metro Jet Taxi A,Cash,116
2019,April,Saturday,Metro Jet Taxi A,Credit Card,94
2019,April,Saturday,Metro Jet Taxi A,Mobile,3
2019,April,Saturday,Nova Taxi Affiliation Llc,Cash,1421
2019,April,Saturday,Nova Taxi Affiliation Llc,Credit Card,719
2019,April,Saturday,Nova Taxi Affiliation Llc,Mobile,30
2019,April,Saturday,Nova Taxi Affiliation Llc,Prcard,9
2019,April,Saturday,Patriot Taxi Dba Peace Taxi Associat,Cash,996
2019,April,Saturday,Patriot Taxi Dba Peace Taxi Associat,Credit Card,647
2019,April,Saturday,Patriot Taxi Dba Peace Taxi Associat,Mobile,39
2019,April,Saturday,Patriot Taxi Dba Peace Taxi Associat,Prcard,10
2019,April,Saturday,Setare Inc,Cash,181
2019,April,Saturday,Setare Inc,Credit Card,92
2019,April,Saturday,Setare Inc,Mobile,4
2019,April,Saturday,Setare Inc,Prcard,1
2019,April,Saturday,Star North Management LLC,Cash,4551
2019,April,Saturday,Star North Management LLC,Credit Card,3747
2019,April,Saturday,Star North Management LLC,Dispute,9
2019,April,Saturday,Star North Management LLC,No Charge,244
2019,April,Saturday,Star North Management LLC,Unknown,34
2019,April,Saturday,Suburban Dispatch LLC,Credit Card,285
2019,April,Saturday,Suburban Dispatch LLC,No Charge,16
2019,April,Saturday,Sun Taxi,Cash,5029
2019,April,Saturday,Sun Taxi,Credit Card,3680
2019,April,Saturday,Sun Taxi,Mobile,218
2019,April,Saturday,Sun Taxi,Pcard,4
2019,April,Saturday,Sun Taxi,Prcard,41
2019,April,Saturday,Taxi Affiliation Service Yellow,Cash,2703
2019,April,Saturday,Taxi Affiliation Service Yellow,Credit Card,1771
2019,April,Saturday,Taxi Affiliation Service Yellow,Mobile,59
2019,April,Saturday,Taxi Affiliation Service Yellow,Prcard,79
2019,April,Saturday,Taxi Affiliation Services,Cash,18389
2019,April,Saturday,Taxi Affiliation Services,Credit Card,13068
2019,April,Saturday,Taxi Affiliation Services,Dispute,1
2019,April,Saturday,Taxi Affiliation Services,No Charge,4
